Date,Open,High,Low,Close,Adj Close,Volume,Cluster,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10
2022-02-28,0.313089695104369,0.3781400811280711,0.3255034397618925,0.4026090742696223,0.4026090742696223,0.416667969482834,1,0,0,0,0,4,0,4,3,3,9
2022-03-01,0.4026304166149682,0.4002239510007125,0.3910097884320517,0.3925383519411941,0.3925383519411941,0.2587666499906197,1,0,0,0,0,0,5,5,6,6,6
2022-03-02,0.4066430442876759,0.3944570483753112,0.3750650005088779,0.4183298225064845,0.4183298225064845,0.2579615095991495,1,0,0,0,0,0,5,5,6,6,6
2022-03-03,0.4175183831069499,0.3943891887531775,0.3554985030882402,0.3508599827399412,0.3508599827399412,0.1731501313238696,1,0,0,0,0,0,5,5,6,6,6
2022-03-04,0.3689235776548038,0.3421646759464394,0.3430243809387798,0.3491981148104193,0.3491981148104193,0.2081698299043211,1,0,0,0,0,0,0,0,0,0,0
2022-03-07,0.380716000772091,0.3599571828987686,0.3085022561895307,0.2931781847791457,0.2931781847791457,0.2439614470639735,1,0,0,0,0,0,0,0,0,0,0
2022-03-08,0.2811844923116254,0.3325643509041416,0.2709454196318974,0.3261154137396702,0.3261154137396702,0.2954552560815459,1,0,0,0,0,0,0,0,0,0,9
2022-03-09,0.3531675589000086,0.350492734842811,0.3545093424936782,0.3835645851882564,0.3835645851882564,0.1572583797135888,1,0,0,0,0,0,0,0,0,0,0
2022-03-10,0.37277261452884,0.3401293248894714,0.3182099830379745,0.3492146964477525,0.3492146964477525,0.1537700894253017,1,0,0,0,0,0,0,0,0,0,0
2022-03-11,0.3543469073438107,0.3220652217065345,0.2903944833112051,0.2778396218453409,0.2778396218453409,0.2084141079357138,1,0,0,0,0,0,0,0,0,0,0
2022-03-14,0.2567479411016521,0.2489610878088752,0.2271347823973948,0.2296800659324984,0.2296800659324984,0.2352202019886186,1,0,0,2,2,0,0,0,0,0,0
2022-03-15,0.24800187700468,0.2572214397367323,0.228023399750622,0.28870788304001,0.28870788304001,0.2071379994997185,1,0,0,2,2,0,0,0,0,0,0
2022-03-16,0.3032461565792813,0.3190121137058188,0.304629266552622,0.3524220467615334,0.3524220467615334,0.3190994152961041,1,0,0,0,0,0,0,0,0,0,9
2022-03-17,0.3392623606670132,0.3749851073673456,0.3439631919487824,0.4045533235942718,0.4045533235942718,0.2054554124194859,1,0,0,0,0,0,0,0,0,0,0
2022-03-18,0.4105084284491266,0.4307037444803124,0.4138289746437379,0.4607062257936011,0.4607062257936011,0.4258352354449377,3,0,0,0,0,4,5,4,3,3,3
2022-03-21,0.4768246270278179,0.4900689865111497,0.4803917139331565,0.4869132094567699,0.4869132094567699,0.305763789006316,3,0,0,0,0,4,5,5,6,6,6
2022-03-22,0.501424926269164,0.5833742877551048,0.5049712544111594,0.6079268312867957,0.6079268312867957,0.4613649865549371,3,0,1,0,0,4,4,4,3,3,3
2022-03-23,0.5832186894021482,0.6560374053472507,0.5965998276686127,0.616452076216424,0.616452076216424,0.557823541367019,3,0,1,1,1,4,4,4,1,1,1
2022-03-24,0.6320099276334527,0.6285428602462325,0.6173901871788311,0.6410635234848631,0.6410635234848631,0.2206846820086298,0,0,1,1,1,1,1,1,1,8,8
2022-03-25,0.6291764960853675,0.6239802064025514,0.6316751640770232,0.6356128062647358,0.6356128062647358,0.1758078763054217,0,0,1,1,1,1,1,1,1,8,8
2022-03-28,0.722697155607367,0.7530233227354071,0.7260366735509288,0.7705524857978228,0.7705524857978228,0.4394620411481458,0,0,1,1,1,1,1,1,1,1,1
2022-03-29,0.7929441176701233,0.7816713440244398,0.7587479435514464,0.7833984736757384,0.7833984736757384,0.2512624288662372,0,0,1,1,1,1,1,1,4,4,4
2022-03-30,0.7653956757980407,0.78028059322784,0.7770066092556662,0.7741254397773278,0.7741254397773278,0.1616944687636795,0,0,1,1,1,1,1,1,4,4,4
2022-03-31,0.7709643225046316,0.7619450464679147,0.7646664894321051,0.7468882907357087,0.7468882907357087,0.0908714276780688,0,0,1,1,1,1,1,1,4,8,8
2022-04-01,0.7489845273391403,0.7477143606134206,0.7479000073547614,0.758504345884619,0.758504345884619,0.1252032393221187,0,0,1,1,1,1,1,1,4,8,8
2022-04-04,0.7624640229468547,0.8412741812364626,0.7577755124991665,0.8596427715069122,0.8596427715069122,0.3061175035957726,0,0,1,1,1,1,1,1,4,4,4
2022-04-05,0.8393114320103883,0.8462947755835586,0.782539404887628,0.7695886519541646,0.7695886519541646,0.2933446938903132,0,0,1,1,1,3,3,3,4,4,4
2022-04-06,0.7364059259747261,0.7209999772749646,0.6826116356672677,0.6939759071102859,0.6939759071102859,0.353751719717341,0,0,1,1,1,1,1,1,1,1,1
2022-04-07,0.7018802141926056,0.7169123509631269,0.6722834570751081,0.7130868822756794,0.7130868822756794,0.2892545025326746,0,0,1,1,1,1,1,1,1,1,1
2022-04-08,0.6868448518701876,0.6691657030915809,0.6737923752741953,0.660290739617203,0.660290739617203,0.1300927083984741,0,0,1,1,1,1,1,1,1,8,8
2022-04-11,0.5839720354958325,0.601370531315908,0.5936489194994242,0.5779310083039405,0.5779310083039405,0.1583859671064973,0,0,1,1,1,1,1,1,1,8,8
2022-04-12,0.6122084392254629,0.6229455252609021,0.5969350724049661,0.5962442900538573,0.5962442900538573,0.2015020167594271,0,0,1,1,1,1,1,1,1,8,8
2022-04-13,0.5850858522978409,0.6315110215963861,0.5910668761088668,0.6551059717186466,0.6551059717186466,0.1307923206803827,0,0,1,1,1,1,1,1,1,8,8
2022-04-14,0.6149109696361835,0.6085621959642392,0.6063075494871278,0.59300377646541,0.59300377646541,0.1522966043399412,0,0,1,1,1,1,1,1,1,8,8
2022-04-18,0.59810665589413,0.612310676819028,0.5915866286834633,0.6250602393036374,0.6250602393036374,0.1086060127571759,0,0,1,1,1,1,1,1,1,8,8
2022-04-19,0.6243611905589387,0.6462676602300473,0.6283386615869219,0.6647112864734203,0.6647112864734203,0.0964409667938215,0,0,1,1,1,1,1,1,1,8,8
2022-04-20,0.665209042546992,0.6446731677365193,0.5946717001362639,0.5800415476205479,0.5800415476205479,0.2323474923394409,0,0,1,1,1,1,1,1,1,8,8
2022-04-21,0.7384696690552345,0.7434231554351819,0.6301662509078644,0.6325218464816779,0.6325218464816779,0.4584199706084673,0,0,1,1,1,1,1,1,1,1,1
2022-04-22,0.6404940322229945,0.6461150116994244,0.6261087534327127,0.6263231907289922,0.6263231907289922,0.2257383059220811,0,0,1,1,1,1,1,1,1,8,8
2022-04-25,0.5816299856204797,0.6016248929529219,0.5947555088053879,0.6146406494960538,0.6146406494960538,0.2169091207554249,0,0,1,1,1,1,1,1,1,8,8
2022-04-26,0.6085888294302509,0.5870041313056008,0.4265881478727763,0.412563411052787,0.412563411052787,0.6585149459070727,3,0,1,1,1,4,4,4,3,3,3
2022-04-27,0.4499639996076258,0.4479196685364802,0.4305451071365221,0.421022015349152,0.421022015349152,0.2730285785754487,1,0,0,0,0,0,5,5,6,6,6
2022-04-28,0.4522570174477788,0.4173889447211022,0.337223107841738,0.4143746832239218,0.4143746832239218,0.5856536489275217,3,0,0,0,0,4,4,4,3,3,3
2022-04-29,0.4559748485460916,0.475736592638719,0.418204987312961,0.4031574000008616,0.4031574000008616,0.3458351572759677,3,0,0,0,0,4,5,4,6,6,6
2022-05-02,0.3880372516109031,0.4281764416935992,0.3813691407104499,0.4566348505295513,0.4566348505295513,0.2653758364079794,1,0,0,0,0,0,5,5,6,6,6
2022-05-03,0.4574980305130104,0.458232295719207,0.449373719072114,0.4671209314066221,0.4671209314066221,0.1867378525420548,1,0,0,0,0,0,5,5,6,6,6
2022-05-04,0.4587427533659051,0.5115253431518515,0.4438240379700854,0.5391940450803568,0.5391940450803568,0.3035633324995309,3,0,0,0,0,4,5,5,6,6,6
2022-05-05,0.5161981816784945,0.4947335061148411,0.3975822501709195,0.407345170781093,0.407345170781093,0.374405915827653,3,0,0,0,0,4,5,4,3,3,3
2022-05-06,0.4309977263954848,0.3970351288441832,0.3731201384043179,0.3946654778805943,0.3946654778805943,0.246625054718279,1,0,0,0,0,0,5,5,6,6,6
2022-05-09,0.3482050049488009,0.3251692549545744,0.2692352590223563,0.2641461906544896,0.2641461906544896,0.3632746544931523,1,0,0,0,0,0,0,0,0,0,9
2022-05-10,0.3201323443370215,0.2907881845243976,0.257666488798334,0.2856335098797444,0.2856335098797444,0.3215285160402726,1,0,0,0,0,0,0,0,0,0,9
2022-05-11,0.2803164400488119,0.26434524476293,0.1787803592276367,0.1758869959521261,0.1758869959521261,0.4050579232068038,2,0,0,2,2,2,2,2,2,2,9
2022-05-12,0.1263594462193506,0.1793510731289909,0.0996428740685666,0.1659160775316281,0.1659160775316281,0.6857392439497216,2,0,0,2,2,2,2,2,5,5,5
2022-05-13,0.2450700767478365,0.2263175592379747,0.219640163741879,0.2350311288084718,0.2350311288084718,0.3720061284472515,2,0,0,2,2,2,2,2,2,2,9
2022-05-16,0.2347189615817814,0.1964822133651236,0.1651828377510742,0.1598836369890122,0.1598836369890122,0.3325816084047276,2,0,0,2,2,2,2,2,2,2,2
2022-05-17,0.2022896874549981,0.1875264834947396,0.1815468350075098,0.2217697873673727,0.2217697873673727,0.2943941123131761,2,0,0,2,2,2,2,2,2,2,2
2022-05-18,0.1976382773655999,0.1807758351519213,0.1345337831175901,0.1356875482692159,0.1356875482692159,0.3437421831029954,2,0,0,2,2,2,2,2,2,2,2
2022-05-19,0.1361864900513662,0.1358278522288136,0.1233002525999924,0.1350394136445876,0.1350394136445876,0.3599290225751985,2,0,0,2,2,2,2,2,2,2,2
2022-05-20,0.1476350059427082,0.1147616527962025,0.0208406336458497,0.0593934207732358,0.0593934207732358,0.7160961634669502,2,0,0,2,2,2,2,2,5,5,5
2022-05-23,0.0510514877937994,0.0441678211605454,0.0293244179258562,0.0776733896847099,0.0776733896847099,0.3508536051528984,2,0,0,2,2,2,2,2,5,5,5
2022-05-24,0.0486111478260386,0.0,0.0,0.0,0.0,0.3520847664311175,2,0,0,2,2,2,2,2,5,5,5
2022-05-25,0.0,0.0261207948291293,0.0040909615896447,0.0509181550721902,0.0509181550721902,0.3719318679257082,2,0,0,2,2,2,2,2,5,5,5
2022-05-26,0.0615336613299201,0.1098258473575959,0.055480106627644,0.1322309848204332,0.1322309848204332,0.4622424332436995,2,0,0,2,2,2,2,2,5,5,5
2022-05-27,0.1628013480188414,0.1795885105681032,0.1675971782945988,0.2184794441141189,0.2184794441141189,0.3534038678006378,2,0,0,2,2,2,2,2,2,2,2
